DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
Z 1 91.2 196.793 -145 -68 -69 Z 1 91.2 203.692 120 137 -2
W+ 1 80.4 98.4183 -37 -37 22 W- 1 80.4 115.889 70 -29 -35
tau+ 0 1.78 109.161 83 68 20 tau- 0 1.78 162.506 -122 -60 -89
Z 1 91.2 176.826 105 102 -39 Z 1 91.2 163.274 -49 -8 126
W+ 1 80.4 153.835 15 40 -124 W- 1 80.4 211.549 -26 -77 178
b_quark 0 4.18 180.86 -92 127 90 b_quark 0 4.18 183.593 -6 -122 -137
W+ 1 80.4 163.148 -59 -36 124 W- 1 80.4 134.604 47 -6 -97
b_quark 0 4.18 127.367 12 -94 85 b_quark 0 4.18 148.035 -12 147 12
b_quark 0 4.18 136.27 -22 98 92 b_quark 0 4.18 216.787 33 -191 -97
b_quark 0 4.18 100.511 10 -39 -92 b_quark 0 4.18 16.4764 -14 3 -7
b_quark 0 4.18 156.008 107 86 -74 b_quark 0 4.18 163.51 -95 -2 133
W+ 1 80.4 195.064 28 119 129 W- 1 80.4 235.648 -121 -171 -72
b_quark 0 4.18 175.221 -106 -45 132 b_quark 0 4.18 193.96 127 57 -135
b_quark 0 4.18 88.7495 13 -87 -11 b_quark 0 4.18 119.346 8 119 1
W+ 1 80.4 94.9324 -48 -12 10 W- 1 80.4 187.987 139 -23 -95
b_quark 0 4.18 197.625 23 -147 -130 b_quark 0 4.18 226.286 -22 48 220
b_quark 0 4.18 147.792 16 -112 95 b_quark 0 4.18 274.977 -79 177 -195
W+ 1 80.4 168.506 88 -119 -5 W- 1 80.4 147.74 -59 109 1
b_quark 0 4.18 171.366 -28 121 118 b_quark 0 4.18 159.156 2 -53 -150
b_quark 0 4.18 131.402 -107 30 -70 b_quark 0 4.18 229.945 172 -13 152
Z 1 91.2 154.63 -42 65 -98 Z 1 91.2 158.803 -41 -42 116
tau+ 0 1.78 130.174 69 34 -105 tau- 0 1.78 121.779 -15 -21 119
tau+ 0 1.78 142.103 1 5 -142 tau- 0 1.78 183.712 73 -23 167
b_quark 0 4.18 34.6623 12 -4 32 b_quark 0 4.18 131.71 -79 -33 -100
b_quark 0 4.18 128.637 -91 -80 -43 b_quark 0 4.18 101.88 43 -7 92
b_quark 0 4.18 65.905 26 -59 -13 b_quark 0 4.18 70.5583 24 -17 -64
Z 1 91.2 108.113 -57 -1 -11 Z 1 91.2 140.767 -1 36 101
Z 1 91.2 173.501 72 -35 -124 Z 1 91.2 257.966 -138 -52 191
b_quark 0 4.18 88.309 -71 38 36 b_quark 0 4.18 172.949 118 -123 -29
b_quark 0 4.18 71.7529 -45 55 -9 b_quark 0 4.18 139.98 2 -138 23
b_quark 0 4.18 187.85 -122 -125 69 b_quark 0 4.18 105.917 42 34 -91
b_quark 0 4.18 185.312 -77 113 -125 b_quark 0 4.18 253.246 168 -186 36
b_quark 0 4.18 204.087 77 128 139 b_quark 0 4.18 225.157 13 -35 -222
W+ 1 80.4 182.003 16 142 -79 W- 1 80.4 211.135 -115 -108 115
b_quark 0 4.18 159.306 -106 102 -61 b_quark 0 4.18 215.155 167 -87 104
b_quark 0 4.18 201.265 -135 -8 149 b_quark 0 4.18 226.836 156 101 -130
tau+ 0 1.78 123.054 -19 -117 33 tau- 0 1.78 121.153 105 53 29
b_quark 0 4.18 113.765 -93 60 -26 b_quark 0 4.18 120.571 26 -100 62
b_quark 0 4.18 178.139 92 44 146 b_quark 0 4.18 209.395 -135 50 -152
b_quark 0 4.18 184.137 105 -92 120 b_quark 0 4.18 198.365 -109 141 -87
b_quark 0 4.18 186.659 62 -142 104 b_quark 0 4.18 228.179 28 120 -192
b_quark 0 4.18 185.001 48 148 100 b_quark 0 4.18 291.602 -143 -199 -158
b_quark 0 4.18 124.139 -80 -23 -92 b_quark 0 4.18 106.6 -1 97 44
b_quark 0 4.18 213.493 -72 147 -137 b_quark 0 4.18 335.767 163 -203 212
Z 1 91.2 178.694 -114 103 3 Z 1 91.2 243.223 154 -150 -68
b_quark 0 4.18 147.114 -105 90 50 b_quark 0 4.18 258.237 178 -187 -4
b_quark 0 4.18 115.328 85 -53 -57 b_quark 0 4.18 73.7663 -20 20 68
b_quark 0 4.18 153.165 91 115 44 b_quark 0 4.18 229.396 -100 -206 13
b_quark 0 4.18 211.685 136 -149 64 b_quark 0 4.18 172.065 -38 167 -16
b_quark 0 4.18 144.902 113 17 -89 b_quark 0 4.18 192.54 -163 -102 -9
b_quark 0 4.18 153.282 -23 50 143 b_quark 0 4.18 115.011 -75 -49 -72
b_quark 0 4.18 161.132 -111 115 20 b_quark 0 4.18 180.575 62 -165 39
b_quark 0 4.18 156.494 105 98 -62 b_quark 0 4.18 77.0096 -69 -24 -24
W+ 1 80.4 171.8 -113 9 -101 W- 1 80.4 133.23 86 61 13
b_quark 0 4.18 177.774 -124 107 -69 b_quark 0 4.18 285.695 224 -162 72
tau+ 0 1.78 136.07 92 -88 -48 tau- 0 1.78 81.524 -45 57 -37
tau+ 0 1.78 54.7829 1 9 54 tau- 0 1.78 100.141 -65 -18 -74
W+ 1 80.4 199.45 -42 144 104 W- 1 80.4 285.43 91 -239 -98
b_quark 0 4.18 130.217 -69 -107 27 b_quark 0 4.18 142.592 115 51 -67
b_quark 0 4.18 149.34 136 -42 -45 b_quark 0 4.18 195.766 -145 -11 131
b_quark 0 4.18 75.2959 -40 -44 46 b_quark 0 4.18 131.584 104 80 -9
b_quark 0 4.18 201.086 -69 -136 -131 b_quark 0 4.18 155.366 84 109 72
b_quark 0 4.18 165.649 137 83 -42 b_quark 0 4.18 114.619 -40 -48 96
b_quark 0 4.18 169.078 -81 -128 75 b_quark 0 4.18 176.724 45 65 -158
b_quark 0 4.18 155.957 -88 81 100 b_quark 0 4.18 133.486 16 -88 -99
b_quark 0 4.18 145.27 -118 -69 49 b_quark 0 4.18 138.461 81 112 7
b_quark 0 4.18 194.387 113 50 -150 b_quark 0 4.18 233.631 -206 -59 93
b_quark 0 4.18 94.7337 -18 13 -92 b_quark 0 4.18 46.6955 -43 -17 -5
b_quark 0 4.18 136.775 47 55 116 b_quark 0 4.18 104.204 32 4 -99
W+ 1 80.4 196.441 -99 -70 -132 W- 1 80.4 256.656 8 120 212
b_quark 0 4.18 80.4206 -80 -5 5 b_quark 0 4.18 72.6187 54 6 -48
b_quark 0 4.18 83.3995 3 80 -23 b_quark 0 4.18 82.3983 56 6 -60
tau+ 0 1.78 125.587 -73 -66 78 tau- 0 1.78 72.864 -11 -33 -64
W+ 1 80.4 205.959 -135 33 -129 W- 1 80.4 281.184 190 20 190
W+ 1 80.4 181.709 87 -51 -128 W- 1 80.4 248.351 -181 87 122
W+ 1 80.4 217.097 45 139 139 W- 1 80.4 203.492 4 -177 -60
b_quark 0 4.18 168.126 -85 132 60 b_quark 0 4.18 241.494 -7 -227 -82
tau+ 0 1.78 216.998 134 -85 -148 tau- 0 1.78 253.955 -163 105 164
W+ 1 80.4 154.648 66 114 10 W- 1 80.4 197.51 -125 -125 -36
b_quark 0 4.18 177.165 -109 -92 105 b_quark 0 4.18 137.653 129 21 -43
b_quark 0 4.18 101.875 56 84 13 b_quark 0 4.18 175.472 -4 -159 -74
b_quark 0 4.18 163.51 134 -89 29 b_quark 0 4.18 138.255 -102 73 58
b_quark 0 4.18 78.8319 15 14 -76 b_quark 0 4.18 173.354 80 15 153
b_quark 0 4.18 97.0746 -26 -69 -63 b_quark 0 4.18 187.506 14 103 156
b_quark 0 4.18 156.379 41 -150 -16 b_quark 0 4.18 244.654 -61 226 71
b_quark 0 4.18 182.388 124 -84 -104 b_quark 0 4.18 272.513 -155 125 186
b_quark 0 4.18 59.3841 8 23 54 b_quark 0 4.18 67.8489 -60 -19 -25
W+ 1 80.4 173.739 76 101 -88 W- 1 80.4 211.642 -50 -22 188
b_quark 0 4.18 89.2887 -75 -37 -31 b_quark 0 4.18 138.515 66 58 107
b_quark 0 4.18 216.47 -136 -139 95 b_quark 0 4.18 125.648 119 40 3
b_quark 0 4.18 110.795 -32 95 -47 b_quark 0 4.18 106.684 -52 -92 14
b_quark 0 4.18 157.748 143 47 -47 b_quark 0 4.18 211.751 -135 -90 136
W+ 1 80.4 86.9837 6 15 29 W- 1 80.4 142.672 -79 33 -81
b_quark 0 4.18 157.043 97 -56 -110 b_quark 0 4.18 143.904 -71 -5 125
b_quark 0 4.18 164.014 -111 99 -69 b_quark 0 4.18 80.433 48 -38 52
b_quark 0 4.18 177.836 122 -68 110 b_quark 0 4.18 195.035 -25 36 -190
b_quark 0 4.18 52.5116 42 -20 -24 b_quark 0 4.18 78.1183 -64 -42 -15
b_quark 0 4.18 161.318 -101 26 123 b_quark 0 4.18 286.612 186 -3 -218
W+ 1 80.4 160.5 -28 56 124 W- 1 80.4 176.848 51 -87 -121
b_quark 0 4.18 198.208 127 118 96 b_quark 0 4.18 114.221 -47 -104 -2
b_quark 0 4.18 133.081 -108 10 77 b_quark 0 4.18 160.311 79 71 -120
b_quark 0 4.18 143.285 -46 -21 134 b_quark 0 4.18 122.554 56 75 -79
b_quark 0 4.18 68.0255 -35 -53 24 b_quark 0 4.18 138.136 -2 108 -86
tau+ 0 1.78 206.638 -112 146 -94 tau- 0 1.78 197.844 123 -49 147
W+ 1 80.4 169.323 121 61 62 W- 1 80.4 183.919 -36 -145 -71
W+ 1 80.4 161.923 -107 -5 -91 W- 1 80.4 182.981 51 9 156
b_quark 0 4.18 131.47 -35 99 79 b_quark 0 4.18 68.253 -5 -50 -46
W+ 1 80.4 161.447 -51 -86 98 W- 1 80.4 239.809 -12 146 -172
b_quark 0 4.18 82.9667 -41 1 72 b_quark 0 4.18 158.554 77 88 -107
b_quark 0 4.18 168.708 108 -109 -70 b_quark 0 4.18 201.205 -137 84 121
b_quark 0 4.18 123.493 -123 -2 10 b_quark 0 4.18 111.452 38 72 76
b_quark 0 4.18 174.309 -62 121 -109 b_quark 0 4.18 220.614 -37 -122 180
W+ 1 80.4 228.257 95 -126 144 W- 1 80.4 332.595 -195 113 -231
b_quark 0 4.18 128.711 -87 -68 -66 b_quark 0 4.18 178.029 176 -26 -5
b_quark 0 4.18 201.758 -118 122 109 b_quark 0 4.18 242.139 98 -97 -199
W+ 1 80.4 169.665 145 1 -36 W- 1 80.4 215.191 -191 -31 49
b_quark 0 4.18 135.25 -67 69 -95 b_quark 0 4.18 80.3957 73 26 21
b_quark 0 4.18 198.566 -95 131 115 b_quark 0 4.18 115.254 -4 -37 -109
b_quark 0 4.18 107.961 -87 -62 -15 b_quark 0 4.18 97.7316 -5 10 97
b_quark 0 4.18 117.228 115 4 -22 b_quark 0 4.18 111.626 -61 -21 91
b_quark 0 4.18 117.207 -12 90 -74 b_quark 0 4.18 99.8673 8 -26 96
b_quark 0 4.18 170.137 139 -2 98 b_quark 0 4.18 139.239 -133 -40 -9
b_quark 0 4.18 97.2547 -79 -40 40 b_quark 0 4.18 127.834 122 36 12
b_quark 0 4.18 68.3774 -25 28 57 b_quark 0 4.18 145.885 39 12 -140
b_quark 0 4.18 147.863 71 97 86 b_quark 0 4.18 178.548 -139 -21 -110
b_quark 0 4.18 102.662 -33 28 93 b_quark 0 4.18 155.738 18 -48 -147
b_quark 0 4.18 80.972 61 -53 3 b_quark 0 4.18 82.4771 -54 50 37
W+ 1 80.4 230.5 81 -136 -147 W- 1 80.4 221.308 -131 86 134
tau+ 0 1.78 102.724 -82 -57 24 tau- 0 1.78 166.268 140 89 -11
b_quark 0 4.18 174.09 -143 96 -25 b_quark 0 4.18 249.743 177 -128 121
b_quark 0 4.18 64.5482 58 28 -1 b_quark 0 4.18 119.96 -4 -119 -14
tau+ 0 1.78 166.157 8 150 -71 tau- 0 1.78 124.065 83 -90 20
b_quark 0 4.18 65.6999 -65 -7 5 b_quark 0 4.18 158.365 146 61 -5
W+ 1 80.4 180.07 -148 -59 24 W- 1 80.4 165.167 136 36 -32
W+ 1 80.4 150.822 21 -119 -41 W- 1 80.4 256.08 -118 210 33
b_quark 0 4.18 133.774 -101 -54 -69 b_quark 0 4.18 173.305 170 21 26
tau+ 0 1.78 176.571 -117 94 -93 tau- 0 1.78 234.368 150 5 180
W+ 1 80.4 111.764 25 71 19 W- 1 80.4 203.819 74 -171 19
b_quark 0 4.18 157.087 105 -65 97 b_quark 0 4.18 114.989 -110 23 -24
b_quark 0 4.18 159.347 -133 -47 74 b_quark 0 4.18 186.093 178 -48 -25
b_quark 0 4.18 112.212 55 -30 93 b_quark 0 4.18 214.372 -151 -49 -144
b_quark 0 4.18 232.705 -150 -145 -103 b_quark 0 4.18 259.19 169 195 24
b_quark 0 4.18 106.726 -2 100 37 b_quark 0 4.18 112.683 58 -96 -10
b_quark 0 4.18 175.506 149 78 -50 b_quark 0 4.18 115.015 -93 -29 61
b_quark 0 4.18 137.432 -110 79 -23 b_quark 0 4.18 91.3426 37 -66 51
b_quark 0 4.18 134.935 -73 -69 -90 b_quark 0 4.18 113.51 107 37 -7
W+ 1 80.4 147.74 -21 51 111 W- 1 80.4 147.476 -7 -80 -94
b_quark 0 4.18 148.75 -82 -123 -16 b_quark 0 4.18 70.5087 -12 51 -47
W+ 1 80.4 171.117 -69 130 34 W- 1 80.4 203.576 141 -67 -103
b_quark 0 4.18 214.146 147 114 106 b_quark 0 4.18 219.985 -198 -84 -46
W+ 1 80.4 210.469 143 -50 -122 W- 1 80.4 172.619 -121 86 36
tau+ 0 1.78 195.469 -83 146 -100 tau- 0 1.78 156.854 50 -124 82
b_quark 0 4.18 122.505 -81 -50 77 b_quark 0 4.18 168.106 104 85 -101
W+ 1 80.4 201.517 -101 70 138 W- 1 80.4 176.298 104 24 -115
b_quark 0 4.18 154.258 129 -81 -24 b_quark 0 4.18 92.2739 -46 66 45
W+ 1 80.4 196.148 80 89 -133 W- 1 80.4 232.781 -39 -41 211
b_quark 0 4.18 137.911 -35 -121 56 b_quark 0 4.18 204.527 29 202 13
b_quark 0 4.18 159.055 62 134 59 b_quark 0 4.18 183.92 -42 -173 -46
W+ 1 80.4 214.462 145 107 84 W- 1 80.4 175.79 -133 -82 -5
b_quark 0 4.18 122.876 56 -8 -109 b_quark 0 4.18 146.865 -4 -44 140
tau+ 0 1.78 182.387 75 -121 114 tau- 0 1.78 60.4001 -30 21 -48
W+ 1 80.4 139.704 -110 -28 -13 W- 1 80.4 165.385 92 -18 110
b_quark 0 4.18 85.2201 76 -38 5 b_quark 0 4.18 119.743 -13 114 -34
b_quark 0 4.18 154.763 61 -7 142 b_quark 0 4.18 234.511 23 -25 -232
b_quark 0 4.18 140.251 -34 -1 -136 b_quark 0 4.18 74.9098 -51 28 47
W+ 1 80.4 213.65 146 129 35 W- 1 80.4 256.885 -206 -31 -127
W+ 1 80.4 110.685 -47 37 -47 W- 1 80.4 89.1805 7 -12 -36
W+ 1 80.4 194.777 -57 100 -135 W- 1 80.4 238.86 93 -154 135
W+ 1 80.4 236.986 128 -133 -125 W- 1 80.4 158.197 -79 36 105
W+ 1 80.4 226.093 -138 -119 -107 W- 1 80.4 286.491 168 142 165
b_quark 0 4.18 136.013 -37 93 -92 b_quark 0 4.18 171.591 123 -101 64
b_quark 0 4.18 137.384 -36 44 -125 b_quark 0 4.18 142.574 -50 -127 41
tau+ 0 1.78 61.6536 31 -41 34 tau- 0 1.78 70.3006 -3 -41 -57
b_quark 0 4.18 147.284 -35 -1 143 b_quark 0 4.18 199.951 1 -59 -191
tau+ 0 1.78 128.764 110 -66 -11 tau- 0 1.78 151.948 -115 82 -56
W+ 1 80.4 160.702 -126 37 -46 W- 1 80.4 145.114 97 -12 71
b_quark 0 4.18 170.726 -139 95 -28 b_quark 0 4.18 149.544 124 -9 83
tau+ 0 1.78 150.22 111 99 -21 tau- 0 1.78 149.363 -24 -111 97
b_quark 0 4.18 99.9974 -33 53 78 b_quark 0 4.18 48.6361 -6 46 14
b_quark 0 4.18 202.779 -82 147 113 b_quark 0 4.18 275.186 105 -211 -142
b_quark 0 4.18 26.4664 11 -21 11 b_quark 0 4.18 123.444 34 -49 -108
b_quark 0 4.18 187.666 150 -85 -74 b_quark 0 4.18 225.101 -171 26 144
tau+ 0 1.78 196.187 131 -115 -90 tau- 0 1.78 193.835 -121 32 148
b_quark 0 4.18 160.855 -138 -78 -27 b_quark 0 4.18 150.594 140 55 6
b_quark 0 4.18 110.102 -58 -79 50 b_quark 0 4.18 151.246 -9 149 -24
W+ 1 80.4 114.935 29 -24 73 W- 1 80.4 157.449 -101 -69 -58
b_quark 0 4.18 147.195 -124 -63 -48 b_quark 0 4.18 117.049 77 85 -23
tau+ 0 1.78 190.235 49 -148 109 tau- 0 1.78 138.359 -40 82 -104
tau+ 0 1.78 112.486 -87 40 -59 tau- 0 1.78 97.9396 18 47 84
b_quark 0 4.18 136.189 91 -93 -40 b_quark 0 4.18 82.1186 -74 35 -5
b_quark 0 4.18 206.038 129 97 -128 b_quark 0 4.18 328.258 -194 -196 178
W+ 1 80.4 142.721 33 60 -96 W- 1 80.4 128.904 -82 -8 58
b_quark 0 4.18 174.81 -144 93 34 b_quark 0 4.18 171.08 129 -71 -87
W+ 1 80.4 169.346 -39 23 142 W- 1 80.4 242.972 -9 7 -229
b_quark 0 4.18 158.901 8 -132 -88 b_quark 0 4.18 114.802 -15 96 61
tau+ 0 1.78 187.801 144 -111 47 tau- 0 1.78 202.818 -78 178 -58
tau+ 0 1.78 108.357 5 57 -92 tau- 0 1.78 66.3639 -38 -29 46
b_quark 0 4.18 133.744 127 29 30 b_quark 0 4.18 55.0316 -31 39 -23
b_quark 0 4.18 140.308 0 137 30 b_quark 0 4.18 133.355 -25 -71 -110
b_quark 0 4.18 147.755 -117 -58 69 b_quark 0 4.18 205.574 133 155 -23
W+ 1 80.4 165.63 78 1 -122 W- 1 80.4 241.578 -26 98 204
b_quark 0 4.18 61.1103 -60 -9 6 b_quark 0 4.18 42.1719 20 -20 -31
b_quark 0 4.18 199.744 -126 -98 120 b_quark 0 4.18 191.829 165 50 -84
Z 1 91.2 182.733 65 -20 143 Z 1 91.2 177.897 -1 -48 -145
b_quark 0 4.18 217.098 141 73 -148 b_quark 0 4.18 234.313 -79 -112 190
W+ 1 80.4 143.66 -107 49 -18 W- 1 80.4 147.598 104 -67 4
b_quark 0 4.18 168.409 -74 -52 -142 b_quark 0 4.18 274.395 169 115 183
W+ 1 80.4 160.182 -136 23 -13 W- 1 80.4 129.341 68 -75 -4
b_quark 0 4.18 102.433 65 -75 25 b_quark 0 4.18 199.859 -113 151 -66
b_quark 0 4.18 177.684 23 -128 121 b_quark 0 4.18 115.185 -40 105 -25
b_quark 0 4.18 158.513 110 97 60 b_quark 0 4.18 166.179 -74 -111 -99
b_quark 0 4.18 119.384 -31 -115 -7 b_quark 0 4.18 197.354 43 179 71
W+ 1 80.4 179.814 98 112 61 W- 1 80.4 194.369 -45 -123 -119
W+ 1 80.4 221.355 -133 -134 83 W- 1 80.4 289.838 57 202 -183
W+ 1 80.4 190.379 92 -96 110 W- 1 80.4 241.011 -122 183 -57
W+ 1 80.4 134.444 -19 -15 -105 W- 1 80.4 121.697 13 -49 76
W+ 1 80.4 189.982 -24 -118 -123 W- 1 80.4 247.522 83 117 185
b_quark 0 4.18 87.7694 -17 34 79 b_quark 0 4.18 205.406 -78 -69 -177
b_quark 0 4.18 145.899 15 140 38 b_quark 0 4.18 231.714 12 -203 -111
b_quark 0 4.18 176.01 101 5 144 b_quark 0 4.18 102.525 -91 -2 -47
b_quark 0 4.18 157.148 94 -119 -41 b_quark 0 4.18 181.82 -10 179 30
b_quark 0 4.18 158.753 43 -110 106 b_quark 0 4.18 38.4119 -35 13 -8
b_quark 0 4.18 156.162 -47 -76 -128 b_quark 0 4.18 211.612 99 169 80
b_quark 0 4.18 203.724 71 123 -146 b_quark 0 4.18 281.216 -16 -197 200
W+ 1 80.4 134.826 -89 52 -33 W- 1 80.4 145.788 110 17 -49
b_quark 0 4.18 77.424 30 71 -6 b_quark 0 4.18 130.497 -120 26 44
b_quark 0 4.18 179.818 -78 147 -68 b_quark 0 4.18 178.794 65 -166 -13
Z 1 91.2 200.919 121 -57 -119 Z 1 91.2 133.332 -60 -26 72
b_quark 0 4.18 148.322 -33 -138 43 b_quark 0 4.18 118.977 7 117 -20
b_quark 0 4.18 194.483 -109 -70 145 b_quark 0 4.18 164.422 113 18 -118
b_quark 0 4.18 139.005 -84 93 60 b_quark 0 4.18 64.7339 16 -61 -14
b_quark 0 4.18 189.82 -141 113 58 b_quark 0 4.18 280.536 177 -205 -73
b_quark 0 4.18 127.607 -95 -29 -80 b_quark 0 4.18 151.441 146 40 -1
Z 1 91.2 223.489 102 149 95 Z 1 91.2 234.909 -173 -130 -6
b_quark 0 4.18 137.882 61 12 -123 b_quark 0 4.18 206.212 -84 35 185
b_quark 0 4.18 146.258 73 -86 93 b_quark 0 4.18 178.906 -66 65 -153
b_quark 0 4.18 81.6056 11 11 80 b_quark 0 4.18 126.26 -104 -22 -68
b_quark 0 4.18 201.801 -121 136 -87 b_quark 0 4.18 201.848 25 -154 128
b_quark 0 4.18 199.826 72 123 -140 b_quark 0 4.18 228.321 -50 -157 158
b_quark 0 4.18 105.596 -50 -92 -13 b_quark 0 4.18 119.157 58 -1 104
b_quark 0 4.18 160.706 67 2 146 b_quark 0 4.18 92.7603 3 57 -73
W+ 1 80.4 171.188 -118 -9 94 W- 1 80.4 190.697 157 -56 -46
b_quark 0 4.18 147.853 -41 -109 -91 b_quark 0 4.18 116.17 51 86 59
W+ 1 80.4 205.186 130 -89 -104 W- 1 80.4 235.088 -129 169 60
b_quark 0 4.18 161.983 -60 150 -11 b_quark 0 4.18 141.589 -7 -125 -66
W+ 1 80.4 122.299 -20 82 -37 W- 1 80.4 150.503 67 -103 -33
b_quark 0 4.18 130.121 128 23 -1 b_quark 0 4.18 54.6944 -43 6 33
b_quark 0 4.18 175.084 134 -84 -75 b_quark 0 4.18 106.637 -85 60 23
b_quark 0 4.18 152.379 -36 141 45 b_quark 0 4.18 88.7608 -36 -81 -2
b_quark 0 4.18 106.918 -77 -42 -61 b_quark 0 4.18 163.335 121 106 28
b_quark 0 4.18 190.041 123 115 -88 b_quark 0 4.18 205.824 -180 -89 45
W+ 1 80.4 185.863 -105 84 100 W- 1 80.4 146.841 27 -113 -40
b_quark 0 4.18 182.763 97 90 -126 b_quark 0 4.18 168.747 -84 -69 129
tau+ 0 1.78 96.2505 66 12 69 tau- 0 1.78 43.4991 -42 -10 -5
W+ 1 80.4 152.277 -32 -60 110 W- 1 80.4 226.259 86 118 -153
b_quark 0 4.18 183.201 149 88 -60 b_quark 0 4.18 197.819 -109 -165 -3
b_quark 0 4.18 189.12 -143 120 -30 b_quark 0 4.18 260.099 209 -137 72
W+ 1 80.4 109.641 -38 63 -12 W- 1 80.4 106.945 -11 -44 -54
b_quark 0 4.18 185.641 22 115 144 b_quark 0 4.18 213.09 35 -22 -209
b_quark 0 4.18 169.586 -47 78 -143 b_quark 0 4.18 238.921 107 -121 176
b_quark 0 4.18 195.618 -102 143 86 b_quark 0 4.18 139.225 22 -81 -111
b_quark 0 4.18 92.7765 -90 7 21 b_quark 0 4.18 111.317 91 58 27
tau+ 0 1.78 147.977 127 49 -58 tau- 0 1.78 193.518 -169 -71 62
b_quark 0 4.18 168.542 -92 137 -34 b_quark 0 4.18 210.172 81 -163 105
b_quark 0 4.18 193.025 -144 11 128 b_quark 0 4.18 123.929 83 -64 -66
b_quark 0 4.18 176.245 -135 108 -34 b_quark 0 4.18 133.156 100 -12 87
b_quark 0 4.18 50.2143 8 46 -18 b_quark 0 4.18 177.872 54 -128 111
b_quark 0 4.18 111.64 -107 31 6 b_quark 0 4.18 140.44 124 53 -39
b_quark 0 4.18 178.094 116 62 -120 b_quark 0 4.18 291.499 -203 -8 209
b_quark 0 4.18 72.3773 -63 24 -26 b_quark 0 4.18 125.565 103 -62 36
W+ 1 80.4 177.17 -132 -74 45 W- 1 80.4 202.379 178 45 -28
b_quark 0 4.18 213.989 -143 110 115 b_quark 0 4.18 228.7 134 -133 -129
Z 1 91.2 149.544 -14 -49 107 Z 1 91.2 148.211 44 63 -88
W+ 1 80.4 205.519 -38 -129 133 W- 1 80.4 219.393 82 176 -63
b_quark 0 4.18 139.809 -30 50 127 b_quark 0 4.18 153.484 86 -112 -60
b_quark 0 4.18 191.673 147 114 46 b_quark 0 4.18 164.747 -148 -54 -48
b_quark 0 4.18 193.831 120 103 112 b_quark 0 4.18 242.906 -144 -105 -165
W+ 1 80.4 167.362 -55 5 -136 W- 1 80.4 238.334 -15 -55 217
W+ 1 80.4 187.057 -51 -95 -130 W- 1 80.4 250.843 123 152 135
W+ 1 80.4 177.587 114 106 29 W- 1 80.4 204.837 -117 -77 -126
W+ 1 80.4 162.641 -88 12 -110 W- 1 80.4 91.4613 10 24 35
b_quark 0 4.18 149.327 -130 -65 -34 b_quark 0 4.18 91.9754 41 19 80
b_quark 0 4.18 157.517 29 72 -137 b_quark 0 4.18 72.1905 -24 -57 37
b_quark 0 4.18 144.192 -105 -55 82 b_quark 0 4.18 155.671 86 58 -116
W+ 1 80.4 145.038 118 18 18 W- 1 80.4 145.345 -111 6 -48
Z 1 91.2 219.069 127 109 -108 Z 1 91.2 130.321 -71 -32 51
W+ 1 80.4 164.077 -86 110 31 W- 1 80.4 138.059 26 -52 -96
b_quark 0 4.18 54.5754 -44 -31 8 b_quark 0 4.18 129.288 113 52 35
b_quark 0 4.18 197.905 133 -92 114 b_quark 0 4.18 239.955 -134 121 -158
b_quark 0 4.18 58.4677 -53 -24 4 b_quark 0 4.18 72.8661 42 -42 -42
b_quark 0 4.18 147.606 39 68 -125 b_quark 0 4.18 213.194 -131 -7 168
W+ 1 80.4 154.403 76 -56 -92 W- 1 80.4 163.671 -20 50 132
W+ 1 80.4 99.0059 -49 -19 -24 W- 1 80.4 154.694 119 44 -37
W+ 1 80.4 153.001 -93 30 -86 W- 1 80.4 106.748 35 45 41
W+ 1 80.4 180.5 114 -24 -112 W- 1 80.4 280.701 -198 -1 182
b_quark 0 4.18 152.717 117 -96 20 b_quark 0 4.18 94.0025 -63 19 -67
b_quark 0 4.18 177.222 -105 22 -141 b_quark 0 4.18 185.058 122 63 124
W+ 1 80.4 124.472 92 -22 -9 W- 1 80.4 190.016 -155 -24 71
b_quark 0 4.18 181.051 133 -48 113 b_quark 0 4.18 142.311 -127 59 -25
b_quark 0 4.18 133.396 81 -104 20 b_quark 0 4.18 199.516 -172 101 2
b_quark 0 4.18 165.126 -92 137 -4 b_quark 0 4.18 287.406 186 -215 42
b_quark 0 4.18 167.04 -140 -2 -91 b_quark 0 4.18 212.27 199 48 56
b_quark 0 4.18 179.907 -125 100 82 b_quark 0 4.18 204.364 203 -23 -3
b_quark 0 4.18 30.1409 7 1 29 b_quark 0 4.18 72.7494 -15 55 45
b_quark 0 4.18 108.353 103 33 -5 b_quark 0 4.18 122.945 -13 -120 -23
b_quark 0 4.18 177.655 82 -138 76 b_quark 0 4.18 181.517 -159 81 -33
b_quark 0 4.18 92.3768 -64 -8 -66 b_quark 0 4.18 184.698 92 36 156
W+ 1 80.4 240.807 -148 -134 -108 W- 1 80.4 271.327 205 123 100
b_quark 0 4.18 138.186 3 -5 -138 b_quark 0 4.18 128.021 80 54 84
b_quark 0 4.18 117.514 -60 -84 -56 b_quark 0 4.18 106.745 19 90 54
b_quark 0 4.18 136.585 -115 63 38 b_quark 0 4.18 111.002 48 -100 0
b_quark 0 4.18 63.3441 -3 31 -55 b_quark 0 4.18 156.328 -18 36 151
